,Artist,Title,spotify_id,acousticness,dancability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,isTop100
1689,Charley Pride,Help Me Make It Through the Night,4YGccRkD37NmoY7hZ2L18Y,0.835,0.499,0.225,0.00691,0,0.159,-15.018,1,0.0264,77.94,0.399,0
1690,Scheich,I Like,4sntj0jrj96qgudGOMm8uN,0.000287,0.81,0.528,0.651,11,0.0803,-7.731,1,0.109,135.015,0.52,0
1691,Andrae Crouch,Praises,3CJkM5CjRog4S64YdsIOmp,0.339,0.267,0.469,0,3,0.289,-12.183,1,0.0433,87.93,0.317,0
1692,5th Ward Boyz,Studio Gangster,111TcZyjZwOcKbAAkYbfcN,0.147,0.784,0.912,0,6,0.243,-5.891,0,0.313,82.859,0.794,0
1693,Brian Keane,Time Is/Time Was,4g67IL7rJP8YaFgH5YZk5P,0.0516,0.171,0.216,0.887,7,0.124,-13.827,0,0.0407,116.868,0.0999,0
1694,Daniel Kobialka,Timeless Spirals,7CMPpo517z3yQH5jwAZVGA,0.983,0.0872,0.206,0.924,9,0.0776,-18.641,1,0.0488,58.42,0.0395,0
1695,Soul Ballet,the Cool Down,76yPQyDHcZJLrKkwhA7sHD,0.0246,0.764,0.629,0.534,0,0.132,-7.157,1,0.0272,108,0.455,0
1696,Scott Glasgow,Solemn,5jpCAwLordGgSI39Zetifh,0.651,0.168,0.115,0.815,8,0.0986,-27.588,1,0.0402,108.728,0.0341,0
1697,Dixieland Jug Blowers,Banjoreno,4He1HxkLrgV3lxvG9dY954,0.913,0.547,0.435,0.599,0,0.165,-16.645,1,0.038,126.682,0.717,0
1698,iTAL tEK,Tokyo Freeze,7LyuXUuSn7jJWUtXN3wQk0,0.0044,0.409,0.608,0.903,6,0.0956,-8.533,0,0.0723,164.01,0.387,0
1699,Plasmatics,Lightning Breaks,1l4RosxGDjtluvrtLEZ04l,0.046,0.383,0.728,0.000742,0,0.112,-6.379,1,0.0608,131.544,0.56,0
1700,Madilu System,Bruno Dika,1CR7ETAmBYw1UHt3r9VmZW,0.446,0.755,0.772,5.85E-05,2,0.676,-3.378,1,0.0317,128.039,0.898,0
1701,Michelle Wright,Go Tell It On The Mountain,6aky78lTVsGl6h7s8jQe85,0.319,0.638,0.613,0,7,0.0602,-5.593,1,0.0313,133.948,0.808,0
1702,Hotwire,Colorblind,4B6VA19xiZO53w3EtNknUj,0.00012,0.143,0.832,0.000138,10,0.359,-4.472,1,0.0464,92.374,0.216,0
1703,John Van Tongeren,Salvation,0lVh2UeZZzdBkDOnZ8DPIN,0.0512,0.486,0.634,0.895,0,0.175,-8.927,1,0.0303,150.187,0.906,0
1704,Johnny Cash,A Boy Named Sue,5xMNjx7uqCzMpJZSo4Wq55,0.77,0.63,0.489,0,10,0.381,-12.144,1,0.18,101.876,0.796,1
1705,Beres Hammond,Call On The Father,4c0moTsZ9hv1KlrwZriBC1,0.145,0.588,0.509,0,4,0.255,-8.24,0,0.143,155.413,0.907,0
1706,Gyptian,Harda They Come,50n4ubayfJpxBSUOjJhlKf,0.692,0.829,0.577,0,7,0.0547,-4.819,1,0.2,155.03,0.786,0
1707,KALIMBA,Nunca Sabras,38UDy0DVeMQMGT2YSNxgWS,0.464,0.573,0.434,0,11,0.0689,-6.014,0,0.0315,84.987,0.394,0
1708,Percy Faith,Under The Bridges Of Paris,29ctlBW6iXmFjruPJvypDT,0.942,0.143,0.311,0.92,0,0.124,-13.605,1,0.0343,145.877,0.28,0
1709,The London Theatre Orchestra,Amthran Na Bh Fiann (Ireland),75b0dphddg5WCmSi1SQZjr,0.744,0.585,0.493,0.907,10,0.0927,-13.388,1,0.0277,98.485,0.669,0
1710,City High,The Only One I Trust,0GU2ol4ngp5pYOltTxPkSR,0.373,0.542,0.495,2.88E-06,2,0.139,-9.636,0,0.0479,92.832,0.303,0
1711,Converge,To the Lions,0decT4qCLBONNL4KMfl6hA,2.15E-06,0.175,0.862,0.891,8,0.181,-4.161,1,0.0986,100.215,0.074,0
1712,Chico,Have U Own Things,6wTWedLbGQqTMqhdXi5P8d,0.254,0.525,0.691,0,10,0.259,-6.246,0,0.344,45.417,0.968,0
1713,Ashbrg,Night Shift,40Nqb8mb542L6x1zMKPCp8,0.0283,0.669,0.333,0.853,1,0.244,-10.438,0,0.055,188.505,0.52,0
1714,Super Cat,Them No Care,0iAu6CLcMepdn9LST8LwkU,0.104,0.812,0.824,0,11,0.0603,-7.702,1,0.0791,157.459,0.97,0
1715,Indica,Rock N' Roll,1LbFn2kxhRmmq4ZVlLuOos,0.000129,0.511,0.969,0.746,10,0.784,-7.825,0,0.0443,145.021,0.218,0
1716,Daler Mehndi,Gora Gora Badan,6rHZ7uoRpvzqVyofxTbWr0,0.138,0.487,0.921,0.711,3,0.0908,-3.91,0,0.0581,104.976,0.754,0
1717,Skeeter Davis,My Sweet Loving Man,7s984dihLWhqoerAKq8j2s,0.518,0.486,0.825,1.79E-05,4,0.503,-5.327,1,0.0388,130.247,0.847,0
1718,The Charms,See you on Sunday,5TamIbnLtajbpRR4BhcaPH,0.363,0.694,0.912,0.367,0,0.986,-5.612,1,0.339,143.704,0.799,0
1719,Beres Hammond Feat. Natural Black,Let The Good Times Roll,23UacLOXEaufCKb2eNp5Kf,0.28,0.703,0.646,0,9,0.0769,-5.602,1,0.276,73.464,0.876,0
1720,Simon & Garfunkel,Patterns,4UXEoEb1hOcOI8Fnz2sHlV,0.491,0.613,0.586,0.000764,7,0.196,-12.881,1,0.0445,119.188,0.492,0
1721,Marcie Blane,Wer Einmal 'A' Gesagt (What Does A Girl Do?),3fgN2IFGsUpka6yTd5Lsul,0.378,0.684,0.676,0,11,0.358,-8.576,0,0.0428,86.544,0.901,0
1722,Cobra Killer,The Universe is in the Oven,098xoQ9x8KQYc7vQQKDvTk,0.25,0.602,0.677,0.684,2,0.504,-6.593,1,0.0264,97.409,0.665,0
1723,Michael Gettel,Wind And Water,2GkodBvn8OJG9cnfjKBbiC,0.855,0.434,0.398,0.907,6,0.565,-14.006,0,0.0324,76.615,0.11,0
1724,Megadrums,Suar Agung,2CjP29VvviVwtUcTDUycHi,0.807,0.574,0.331,0.905,6,0.107,-17.44,1,0.137,138.902,0.222,0
1725,Tex Williams,Smoke! Smoke! Smoke! (That Cigarette),7nskxCYXAwoKiJkZzUMcJo,0.748,0.653,0.716,0,4,0.062,-7.443,1,0.366,124.51,0.877,0
1726,K-OS,Man I Used To Be,1jVudwSMKdHz3Fod2dI5Ma,0.0569,0.59,0.652,0,2,0.135,-7.629,0,0.315,208.104,0.835,0
1727,Shawn Colvin,These Four Walls,6j59MX3dLBBtmq2DS7C4op,0.317,0.694,0.695,1.60E-06,7,0.108,-5.615,1,0.0308,124.964,0.642,0
1728,Aaron Watson,Whiskey on the Fire,2dX9RniBuvHXuoUHCsna3K,0.282,0.697,0.589,0,2,0.157,-8.199,1,0.0302,130.928,0.69,0
1729,Panzer AG,bereit,5ZcDM4ZafRqZaAc8N5wrUU,0.00129,0.623,0.98,0.791,1,0.352,-3.731,1,0.0916,100.013,0.296,0
1730,U.K. Subs,Warhead (Live in Croatia_ 1993),5z1KCqdJ8QJt9GGv7HKyF3,0.322,0.267,0.529,0,0,0.628,-16.212,1,0.0554,160.93,0.442,0
1731,The Lord Weird Slough Feg,Baltech's Lament,3DZHEPu3rIwXG83efHcdOJ,0.0348,0.435,0.588,4.11E-05,6,0.224,-6.372,1,0.0267,97.114,0.321,0
1732,Rockin' Dopsie_ Jr._ The Zydeco Twisters,Funky Butt,6SSuiVnwbY1naM3y7yE65X,0.0789,0.518,0.859,0,7,0.256,-8.23,1,0.0979,183.613,0.852,0
1733,Doug MacLeod,Take Your Leave Of Me Baby,6Ehqgp7fgK3eC6EkytKUyX,0.619,0.553,0.443,0.00308,7,0.103,-11.914,1,0.0333,92.627,0.277,0
1734,Ray Barretto,Guarare (Live At The Beacon Theatre),4ecGwerqvbmElh9gXeQyNp,0.786,0.441,0.65,9.19E-06,8,0.733,-8.333,1,0.0518,100.268,0.786,0
1735,Scarlet's Remains,1492,07MqBiW7gcPA1thHT3o2GH,0.00141,0.165,0.96,0.000257,8,0.326,-7.993,0,0.232,171.352,0.352,0
1736,T.O.K.,Saturday,10U852K2GTSN6DwL0O1R1Z,0.525,0.719,0.688,0,9,0.297,-5.122,1,0.0411,139.977,0.758,0
1737,Tullycraft,Bee Sting Stings,2OnGts8eSNrU68vzG0l7Kf,0.384,0.466,0.908,7.24E-06,2,0.157,-6.192,1,0.124,138.073,0.513,0
1738,London Theatre Orchestra,If Ever I Would Leave You,3GUyIOjLeyJTMW4DyGWFA3,0.941,0.13,0.228,0.00909,10,0.24,-17.596,1,0.0348,88.931,0.128,0
1739,Tommy James And The Shondells,I Like The Way,28zYLv6vZVQPxmWeCRMwk4,0.376,0.616,0.402,0,0,0.0936,-12.753,1,0.0286,99.967,0.732,1
1740,The Game,Da Shit,6VQhqoS9sPSTPFWeSRDL14,0.000608,0.646,0.831,0,6,0.303,-2.219,0,0.13,85.972,0.426,0
1741,NOFX,We March To The Beat Of Indifferent Drum,3hU1GTJouKj8lFhnSTkbXc,0.000127,0.242,0.983,0.0072,7,0.338,-4.656,1,0.0702,96.153,0.514,0
1742,23rd Turnoff,Michaelangelo,0zz04AjoYiSsL23bfN0VdD,0.139,0.196,0.441,1.52E-05,4,0.114,-10.899,1,0.0403,182.089,0.538,0
1743,Laura Mikkola,Variations On a Theme of Haendel_ Op.24: 17,7g3darN2S8haYXDufkcBFi,0.995,0.514,0.0693,0.894,10,0.133,-33.442,1,0.0566,70.435,0.526,0
1744,Lunasicc,Pose No Threat,5ooMy99GgxulKPQyRzYYqf,0.079,0.828,0.601,0,11,0.0956,-6.642,0,0.276,79.979,0.478,0
1745,Laidback Luke & Diplo,Hey!,0XBq2JKzQkMpF9tC6jkDwH,0.000274,0.951,0.599,0.718,7,0.0641,-7.016,1,0.275,126.009,0.354,0
1746,Various Production,Lost (Actress Remix),40kyfuewxJYZlpBdKGP9fX,0.118,0.599,0.527,0.868,10,0.0981,-12.49,0,0.0484,118.577,0.189,0
1747,Ramses,Trop De...,6Sc1OHlwhtFUf05vsdXkvC,0.363,0.773,0.593,0,6,0.156,-5.958,1,0.285,80.981,0.846,0
1748,Los Titanes,Dejaria Todo,3T2gNB56vkHQVEZ6qlDGfL,0.463,0.791,0.718,1.33E-06,9,0.0668,-5.398,0,0.0429,92.85,0.749,0
1749,Syl Johnson,Diamond In The Rough,3mujTWXLsholsEJzAxRsxP,0.253,0.663,0.537,0.0369,8,0.123,-10.066,1,0.0351,88.15,0.541,0
1750,Pariah,Resilience,2ASzkVWxaWzqayMBbB6mZu,0.000493,0.719,0.551,0.318,6,0.0894,-5.063,0,0.0637,85.023,0.676,0
1751,Ron Goodwin,The Milky Way,4dnupBy5StLex0A79UEcq4,0.814,0.189,0.235,0.871,0,0.111,-14.195,1,0.0364,73.407,0.0352,0
1752,Vilma Palma e Vampiros,Bye Bye,2FSYfKAApea3U42phhBOIc,0.00168,0.634,0.84,0.0237,6,0.207,-5.933,1,0.0351,97.998,0.393,0
1753,Chico Hamilton,Denise (Jeremy Carlstedt Funk Variation),22KMs5RjdZHJqZOdP7E9J7,0.432,0.818,0.281,0.0434,2,0.0705,-8.588,0,0.104,88.966,0.561,0
1754,Lynette Schultz,Take Me Down To LA,3r59q1Rv5fcgrpp3rSfFJh,0.434,0.532,0.848,0,9,0.126,-7.23,1,0.0571,154.021,0.865,0
1755,The Marx Brothers,Florida By the Sea - The Cocoanuts,3xeWopNkBmH4TMdARyfrOC,0.976,0.728,0.335,0.832,3,0.265,-8.087,1,0.0552,114.117,0.834,0
1756,Fun Lovin' Criminals,We Have All The Time In The World,7jRoFCCkNsr7rZidSM1zF2,0.0209,0.687,0.588,0.848,9,0.11,-8.766,1,0.0344,91.847,0.402,0
1757,Paul Thorn,Mood Ring,7zzOnxqwUORyuQDCkagZ3i,0.258,0.641,0.409,0,7,0.1,-8.105,1,0.0279,80.176,0.491,0
1758,The Cannanes,Winding Down Again,0R1zyLYSOF3i8S8eM0u4HE,0.313,0.405,0.396,0.669,7,0.105,-12.974,1,0.0289,160.752,0.491,0
1759,Pedro Aznar,Amor De Juventud,3b6dDAM3JNhEOVTdZ2bAVP,0.765,0.539,0.191,6.03E-06,7,0.154,-13.295,1,0.0284,84.938,0.0987,0
1760,Gloriana,Bambenella d' 'o mercato,0XJZ01YhM2mdMWA9z9mw70,0.924,0.409,0.389,0.151,10,0.449,-11.868,0,0.0339,107.522,0.613,0
1761,The Fray,Absolute,6sSDEFMeyf16WRDLRCXwTc,0.0316,0.413,0.836,0,3,0.293,-5.593,1,0.0371,140.515,0.503,1
1762,Pantanito,Aceite,018xQZSgGWXiX7f6z0i17C,0.0501,0.674,0.902,0.71,4,0.377,-7.549,0,0.0871,112.882,0.507,0
1763,Los Originales De San Juan,Domingo Valdovinos,5aPCX1BAbTdXa3PUezK7ai,0.267,0.747,0.72,0,7,0.253,-6.894,1,0.226,112.796,0.762,0
1764,Megadrums,Orbit,0gkMCnSwK4gycM2cBuJGOV,0.878,0.328,0.138,0.775,11,0.13,-17.311,1,0.0452,71.793,0.0382,0
1765,Moments In Grace,Stratus (EP Version),01hLmISIkPrtkDApbakKS5,0.00701,0.3,0.912,8.82E-05,8,0.128,-5.175,1,0.0808,123.055,0.259,0
1766,Erick Sermon,Intro,3cLpyvHDG0LlfrBoZZIhcI,0.0104,0.846,0.859,0,11,0.103,-2.972,1,0.349,84.951,0.517,0
1767,Deborah Coleman,Nobody To Blame,6W12r6ZVsZTbgis9NXO8XA,0.0826,0.564,0.797,0.00212,9,0.715,-4.853,0,0.0285,140.449,0.379,0
1768,Kevin Burke,Bonnie Kate / Jennie's Chickens (medley),361CSEuga5RwU69K6wQ8Fk,0.994,0.669,0.179,0.767,7,0.0745,-14.905,0,0.0846,111.844,0.922,0
1769,Jesse Malin,Almost Grown,2HzrGkF2L3yfY3BKLYUrBT,0.0726,0.569,0.851,0,11,0.0611,-5.749,1,0.0381,137.854,0.925,0
1770,The Chinese,I'll Be There For You (Alternate Mix),5zHatyMsJOTWDsn8WN2paq,0.561,0.514,0.29,0,2,0.183,-12.777,1,0.0283,137.825,0.222,0
1771,Pery Ribeiro,Momento De Amor,4Wbb8i0F1b280sPMXyYVXg,0.715,0.499,0.47,0.000963,1,0.166,-6.449,1,0.0241,107.542,0.132,0
1772,Zebra,The Ocean (Live Version),0EQSBQBVeNae2ld0imiC8Y,0.00314,0.199,0.802,0.0752,7,0.952,-9.467,1,0.0542,177.666,0.46,0
1773,Lil' Band O' Gold,First You Cry,2EaGpPgngxbfwnvCANzbii,0.667,0.264,0.386,0.965,10,0.155,-13.063,1,0.0322,142.211,0.186,0
1774,Charlie Louvin,Just Between The Two Of Us,63ZD35OXVmBTwwHgQd11cX,0.736,0.637,0.266,1.05E-06,0,0.133,-10.738,1,0.0359,111.811,0.634,0
1775,Gloria,All the Way,0NY0PVGeS2iCINdskVKWV3,0.000103,0.416,0.904,7.85E-05,7,0.292,-5.553,1,0.0824,95.465,0.42,0
1776,Suzi Quatro,Too Big,0k24UfjO3vwHdZgEk1VuGC,0.0062,0.644,0.888,0,0,0.0819,-6.027,1,0.159,114.421,0.781,0
1777,DJ Icey,A Little Louder,52aI4x3rhvy772O5WAxTxm,0.00636,0.745,0.655,0.265,1,0.138,-6.643,0,0.0416,133.015,0.568,0
1778,Franz Ferdinand,No You Girls,37CBHPCzV1rizPrxRUyR72,0.00915,0.679,0.909,3.27E-05,2,0.139,-4.129,0,0.0297,104.781,0.899,0
1779,Mindy McCready,Breakin' It,28ASGPSjoim9Z2q34BBtKv,0.31,0.643,0.589,1.21E-05,1,0.0892,-6.513,1,0.0297,76.924,0.538,0
1780,New Found Glory,Sucker,2WS6N3g451413Qz9Fx5mQK,2.66E-05,0.569,0.962,0.0307,6,0.297,-5.09,1,0.0675,125.019,0.665,0
1781,Old Soul,Silent Night,6AGGK6tCuFyywBCciuU9pe,0.00295,0.378,0.65,0.908,0,0.512,-5.291,1,0.0333,134.985,0.486,0
1782,Roni Size,Less Is More,3NOWLmJYY1EMPliefF61Fs,0.000839,0.712,0.64,0.811,4,0.0649,-6.788,0,0.0524,145.995,0.632,0
1783,Donna The Buffalo,Each & Every Direction,7eGgjiU0eKC3WiDkvdwtdW,0.00088,0.74,0.633,0.0111,9,0.0811,-6.572,1,0.0284,131.688,0.742,0
1784,Public Image Ltd,The Order Of Death,3QOQEObqJvCi4M2SNeko7V,0.166,0.653,0.598,0.539,11,0.607,-12.919,0,0.0336,103.088,0.552,0
1785,Kellie Coffey,I Just Knew,0CFPkDpA3ZF1Iw2TLh8jJH,0.00456,0.624,0.81,0,10,0.188,-5.876,1,0.0272,127.872,0.863,0
1786,Joe Bonamassa,When She Dances,17VqQQo5RkdA7iukLr0okv,0.022,0.447,0.358,0.044,0,0.248,-10.818,1,0.0291,103.68,0.147,0
1787,Henry Mancini,Stardust,1yVURMXck7UHauThxAkR7s,0.882,0.448,0.144,0.879,0,0.129,-16.897,1,0.0286,75.264,0.149,0
1788,La Divina Pastora,Instrumental Traditional,0FU104sce0tuYFMTaJY9gL,0.506,0.598,0.932,0.897,0,0.295,-5.068,1,0.0455,112.126,0.977,0
1789,John Pagano_ Burt Bacharach,I Still Remember,3VmdofozjXYf46bgfqCl2q,0.594,0.475,0.335,6.80E-05,5,0.079,-10.078,1,0.0265,116.91,0.152,0
1790,Primordial,Journey's End,11NVsbkLG8iqQkTNn0OdeJ,0.0198,0.3,0.943,0.84,7,0.0876,-7.554,1,0.0893,117.702,0.281,0
1791,Julie Zenatti,Si Je M'En Sors,6jb9vvG6RVONVxEWhHCnMK,0.87,0.368,0.359,3.24E-06,11,0.0913,-10.636,1,0.0342,141.122,0.282,0
1792,T-Bone,T-Bone,3DjwjAUPT4zvIu6ZzcgLGJ,0.805,0.541,0.283,0.0367,0,0.0736,-13.659,1,0.0527,76.828,0.564,0
1793,The Jordanaires,Break My Mind,5JvEdojNud6mHI8EmcjyTD,0.166,0.606,0.35,0.00192,7,0.0965,-18.709,1,0.0279,131.35,0.806,0
1794,Scar Symmetry,Abstracted,67D6aZXXkIwBdgCEn28qo1,3.04E-05,0.487,0.99,0.0788,6,0.292,-4.048,1,0.0539,97.635,0.328,0
1795,The Oak Ridge Boys,God's Hands,19LSJ7ytgegEWf8a9uxa9D,0.918,0.182,0.26,7.01E-06,5,0.261,-12.178,1,0.0313,65.295,0.365,0
1796,W.A.S.P.,When The Levee Breaks,6PGNkwqIqvBLoyr5eLiGVy,0.00657,0.32,0.99,0.561,3,0.116,-3.673,1,0.0714,145.139,0.415,0
1797,David & Steve Gordon,Yoga de Sensualite,1qtE0lvTO6DqSxvi9G6oTa,0.105,0.591,0.561,0.881,8,0.0725,-12.525,0,0.0468,180.02,0.733,0
1798,Giorgos Tsalikis,Polles Fores,5QmRTCKr7qKFNYCaHFbSoy,0.282,0.411,0.913,7.00E-06,0,0.722,-4.919,1,0.103,165.9,0.899,0
1799,The Verve Pipe,La La,3dY333lAf3k3EfK7gtRsvs,0.0853,0.502,0.578,0,3,0.0977,-6.736,1,0.035,167.895,0.27,0
1800,Zbigniew Preisner,Morning at the hotel,0ytNVtgfqMsfU2Cc4gUhUF,0.682,0.23,0.161,0.666,0,0.0901,-12.242,1,0.041,211.092,0.201,0
1801,Los Munequitos de Matanzas,El Chisme De La Cuchara,1KwKn3NXA5xOfAY4L0Av81,0.326,0.579,0.639,0.000528,10,0.104,-12.144,0,0.301,132.826,0.828,0
1802,Soundgarden,Slaves & Bulldozers,5OItvMnlXm5OugNhUQwxgS,3.86E-05,0.476,0.731,0.00213,0,0.305,-6.053,1,0.0336,130.981,0.215,0
1803,Johnny Otis,Head Hunter,4mUz3nAsfQe2JQa9CWzMP0,0.53,0.609,0.424,0.39,10,0.0431,-7.272,0,0.0499,70.053,0.358,0
1804,Delroy Wilson,Conquer Me,2udiGYB6PIhwpdUpyNJdCr,0.0788,0.81,0.712,0.457,0,0.102,-7.949,1,0.111,151.043,0.905,0
1805,Dr. Elmo,E-mail From Nigeria,6nC1eJSOW9GPMj0L9lh3TB,0.743,0.87,0.413,0,10,0.106,-13.134,0,0.267,98.031,0.858,0
1806,Leon Berry,Waltzing Matilda,4yKOhocivoKqGJ3B6vqpFe,0.935,0.343,0.511,0.928,3,0.14,-14.734,1,0.0465,123.059,0.818,0
1807,Nick Cave & The Bad Seeds,Loverman,6sOCmuWkp0anAqgfLqzNjH,0.000849,0.279,0.49,0.0602,5,0.433,-7.67,0,0.0371,138.823,0.389,0
1808,YGGDRASIL,Nordfjorloftet,41rg2MBvOylTqzJA3cjRbY,0.547,0.286,0.316,2.18E-06,11,0.371,-14.689,1,0.0363,99.318,0.374,0
1809,Tex Williams,Wild Card,7pgSKaaR45THbe541drXE9,0.7,0.603,0.336,0.000208,7,0.0655,-13.188,1,0.108,202.601,0.969,0
1810,Percy Faith & His Orchestra,Standing On The Corner,3I6H5GmBCWva9LbOxnWhvs,0.784,0.586,0.459,0.676,7,0.0273,-9.412,0,0.0344,124.882,0.767,0
1811,Cirrus,She kills,1bYar8T8paHJN8xAAsFYRd,0.000457,0.48,0.703,3.40E-06,5,0.1,-7.405,1,0.0284,135.562,0.235,0
1812,Annie Lennox,Erased,4PdxEKc01hk6JOKzqa3SdW,0.159,0.551,0.55,7.19E-05,5,0.105,-8.096,0,0.0269,167.916,0.249,0
1813,Pumpkin Buzzard,Captain Fury,5aS2GgbnWnQELQgMSCFAEM,0.00182,0.714,0.835,0.0188,10,0.298,-6.2,0,0.091,139.985,0.744,0
1814,Jo-El Sonnier,Amazing Grace,3tV9iCmDuz0wrkm8bg6E3a,0.523,0.429,0.273,0.355,0,0.139,-9.874,1,0.0275,82.276,0.273,0
1815,Terry Callier,Holdin' On,0rhgyIctSw80gwLcwLoZTR,0.559,0.526,0.465,0.000175,9,0.34,-12.022,0,0.107,169.205,0.831,0
1816,Roy Drusky,Three Hearts In A Tangle,7yQttsqzo0g6RJbgYUElxJ,0.46,0.531,0.271,0.000803,0,0.0977,-12.465,1,0.026,96.555,0.377,1
1817,Sophie B. Hawkins,Did We Not Choose Each Other,2Sw15JK0Nj0LHsP3V0xYGa,0.636,0.649,0.575,0,11,0.253,-8.839,1,0.0316,146.741,0.752,0
1818,Glad,Immortal_ Invisible,0G45e3fHewX5UgKL5DP6Nq,0.763,0.346,0.153,0,2,0.129,-13.426,1,0.0345,131.214,0.396,0
1819,Jo-El Sonnier,Mardi Gras Mambo (Cajun Mardi Gras Album Version),4GMqqdYTaEUN0W9qKeFlFH,0.0489,0.678,0.519,0.909,9,0.0481,-8.25,1,0.0309,135.06,0.948,0
1820,Christina Aguilera,Genio Atrapado,3ne8ipFCs7RUr2K6QoD6BQ,0.345,0.625,0.855,1.35E-05,1,0.43,-5.157,1,0.113,176.179,0.904,0
1821,Rancid,The Bravest Kids (Acoustic),2hWJ9BOi3dFmCL4oqdrZEL,0.204,0.663,0.753,2.85E-06,0,0.273,-4.982,1,0.0348,102.453,0.849,0
1822,Mikey Dread,Quest for Oneness,2i9HkrKZVH4NeAUX02VR4A,0.227,0.808,0.754,0.00201,5,0.0578,-7.007,0,0.14,79.042,0.965,0
1823,Maria Muldaur,It Feels Like Rain,0Bc4a6sX7hLOS9MDRxdfjs,0.871,0.378,0.196,0.000342,5,0.138,-17.109,0,0.0414,174.992,0.125,0
1824,QBO,Magico,2kOsycnB7GYnF7P4R1jMxX,0.00096,0.582,0.939,0.000154,11,0.509,-4.624,0,0.0543,102.847,0.709,0
1825,Old Man's Child,Life Deprived,6ZiaGtb94L6LtRbC3yHkJW,2.99E-06,0.183,0.887,0.893,1,0.356,-5.99,1,0.058,157.824,0.15,0
1826,The Lord Henry,So So So,24jFchmp1E27RiBQrn1gbo,0.612,0.178,0.368,0,9,0.347,-9.272,0,0.0288,140.413,0.13,0
1827,Way Out West,Banzai Washout,4U4jMO68a003Dwz4a9TgZ1,0.000255,0.193,0.861,0.804,4,0.0893,-5.525,1,0.101,181.975,0.466,0
1828,Solas,Clothes Of Sand,1UIgHXyP7gqWiR2qNrzEuq,0.641,0.438,0.593,0.00215,11,0.124,-9.006,0,0.0458,131.986,0.299,0
1829,Roger Reynolds,Stereophonic Presentation - Process And Passion_ Pt. 4,4UvHlPKCcFw2Fckuw0ZDm2,0.935,0.417,0.0828,0.0727,2,0.162,-20.973,1,0.0543,80.698,0.185,0
1830,Mira,Fathom Five,2UjwvIrvhVa2YbURiuglPa,0.925,0.341,0.0093,6.83E-05,7,0.261,-36.572,1,0.0407,86.949,0.497,0
1831,The Prodigy,What Evil Lurks,6LUdWvYZM6Ji7khi3m0VZq,0.611,0.489,0.957,0.00143,1,0.0646,-7.198,1,0.102,131.089,0.55,0
1832,Pyranja,Nie Wieder (Toktok RMX),4IKAyKFswel85W9HttkQMI,0.9,0.8,0.631,0.911,6,0.101,-12.208,0,0.343,171.971,0.602,0
1833,Der Plan,FRL. Nicol,1GFgxrdLJ7lJ29KTNpHIvP,0.62,0.787,0.871,0,7,0.364,-11.317,0,0.365,92.6,0.898,0
1834,Salt The Wound,Mutations,04tAFYfsRFLRI1xxYdctfk,3.37E-05,0.305,0.947,0.0142,1,0.511,-5.946,0,0.134,127.291,0.258,0
1835,Norther,Fuck You,0SZwTcyp6qcICqdRVOpbPy,0.145,0.597,0.545,0,3,0.348,-7.499,0,0.0421,93.952,0.728,0
1836,Andreas Dorau,So Ist Das Nun Mal,4XUoUQVAwwLqO1QQ68Gmev,0.105,0.788,0.933,0.145,1,0.312,-4.431,1,0.0404,123.692,0.928,0
1837,Stevie Ray Vaughan And Double Trouble,Mary Had A Little Lamb,0nFZ2HQRnIxiwraCm2X6Uq,0.0882,0.678,0.493,0.153,8,0.264,-13.782,1,0.0302,122.627,0.914,0
1838,AZ,Pleas Made Against Stasis,6Ju9cuuYyC9KBx586XCKKl,0.979,0.282,0.28,0.911,0,0.189,-22.698,0,0.0605,78.637,0.137,0
1839,James Taylor,Brighten Your Night With My Day,3QiwjFQu4LJoJmt8LnM0v9,0.45,0.643,0.397,0,2,0.317,-11.265,1,0.03,86.091,0.661,0
1840,Roy Brown,Travelin' Blues,63FMxNrvyRCkMGhcYr4JsR,0.924,0.374,0.477,0.0468,4,0.907,-8.904,0,0.0866,162.128,0.307,0
1841,Jope Ruonansuu,Matti Ja Teppo,2AM0Rk04fUR4Syit9gSG31,0.0163,0.728,0.694,3.65E-06,4,0.0813,-6.458,0,0.0359,128.169,0.658,0
1842,Tyrone Taylor,Heavy Waist Line,26rMOjUJIWmovF7bEJsx1l,0.146,0.836,0.511,1.19E-05,11,0.158,-11.294,0,0.443,76.95,0.79,0
1843,Blind Boy Fuller,Big Leg Woman Gets My Pay,3JlkXuwBYrtJl7Uc7gEmla,0.973,0.602,0.258,6.26E-05,7,0.252,-15.718,1,0.109,173.363,0.71,0
1844,Nino Nardini,Bumbling Along,1jygTXdigaxjR2BCCcvrGE,0.749,0.764,0.904,0.853,0,0.0883,-9.329,1,0.0749,133.099,0.401,0
1845,Los Traileros Del Norte,Andale,36bzza11jNn54AQ6BWlbUM,0.119,0.685,0.684,0.000104,5,0.0861,-8.811,1,0.106,92.31,0.795,0
1846,Aerosmith,Cryin',0NJC0FDCODpPUntRTTQq97,0.000202,0.445,0.856,0.0101,9,0.367,-3.674,1,0.0327,105.872,0.486,1
1847,Fontaine Sisters,Silver Bells,25f1QxccmeaOFqU0VRyKn0,0.738,0.362,0.253,0,7,0.131,-10.462,1,0.0312,130.094,0.432,0
