Artist name_x,Title_x,spotify_id,has_lyrics,flesch_ease,gunning_fog,flesch_readability,acousticness,dancability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,isTop100
B.B. King,Please Love Me,1IJGqYDXJhIPQYa3z6LilA,1,115.64,2.6,-1.4,0.534,0.468,0.869,0,10,0.0515,-3.604,0,0.0356,104.541,0.692,0
Aerosmith,Reefer Head Woman,7JFpcoG0blP7huzEsy9Ff7,1,114.83,2.92,-1,0.013,0.329,0.433,0.00577,9,0.4,-12.72,1,0.0361,188.218,0.535,0
The Black Crowes,Good Morning Captain,4jxRfox9uMpXaOgYnWyF1H,1,106.67,2.97,0.1,0.223,0.318,0.565,0,7,0.715,-12.21,1,0.0358,131.953,0.463,0
Mississippi John Hurt,Coffee Blues,16GdiwewBf99MhUSVsxUBe,1,104.54,3.64,0.9,0.964,0.611,0.0785,0.00014,9,0.0903,-20.543,1,0.0503,104.233,0.763,0
Joey McIntyre,All The Way,3dG12QSmmBIkh6Q2cENk1Q,1,125.01,2.24,-2.9,0.958,0.472,0.0881,0.000426,5,0.0984,-18.903,1,0.0427,124.265,0.194,0
Scott Krippayne,He Was Here,488Z2jQHZqRwHwJGowK3dm,1,125.82,2.82,-3.2,0.738,0.197,0.159,0,6,0.253,-12.655,1,0.0393,61.071,0.211,0
Atomic Rooster,Stand By Me,1WgHsCK8HRQuzVpnK2eHCM,1,107.08,2.64,-0.1,0.062,0.602,0.889,1.64E-05,5,0.182,-8.726,0,0.0502,119.167,0.59,0
Zombie Girl,We Are The Ones (Lounge Version),5ari84VNjkFh7lqey2YjJE,1,107.48,2.77,-0.3,0.02,0.711,0.635,0.225,5,0.357,-7.609,0,0.0328,123.018,0.47,0
Wayne Watson,Cry Of My Heart,0ZQxnHIY6XZoyY0NzALppA,1,115.03,2.84,-1.1,0.0542,0.672,0.559,2.68E-06,9,0.25,-8.151,1,0.0245,98.976,0.247,0
Tinariwen,Chatma,0VxdWeAiQ0AfZB4jx9KK0L,1,99.12,4.36,0.9,0.217,0.81,0.422,0.133,9,0.0754,-10.832,1,0.0353,106.002,0.31,0
Silverchair,Roses,1gdt6xMCR2yUtZvNufQ973,1,117.77,1.76,-2.2,0.0483,0.359,0.649,0.124,9,0.102,-6.348,1,0.0535,155.944,0.407,0
Irish Tenors,My Love,0lOSx83nRfMoAY0DEyZaMU,1,111.78,4.38,0.2,0.96,0.313,0.286,0.0272,7,0.108,-12.512,1,0.037,136.82,0.192,0
The Mighty Mighty Bosstones,Pictures To Prove It,5WuJevnJxYhhtn30jl6kvH,1,115.03,3.23,-1.1,0.0616,0.413,0.821,0,9,0.539,-6.991,1,0.0638,158.891,0.838,0
Regina Belle,You Are Everything,4MKuHMHMjoqXLSgqDmwtY6,1,109.72,2.04,-1.1,0.332,0.576,0.486,0,5,0.147,-7.694,1,0.0551,135.907,0.442,0
Fontella Bass,I Can't Rest,4XDJoZsJM4iM5ogkzEjh0V,1,108.4,2.12,-0.6,0.49,0.511,0.66,1.67E-06,7,0.627,-5.732,1,0.0381,124.565,0.774,0
Coldplay,Things I Don't Understand,5AeARoYmk0okMRWAlPHLzj,1,105.96,3.45,0.4,0.000987,0.415,0.95,0.000842,9,0.0424,-6.586,0,0.0589,137.076,0.279,0
Gang Of Four,A Piece Of My Heart,1tlMFgAtWpLxRsVGpaAL6J,1,107.08,4.57,-0.1,0.00271,0.797,0.523,0.0364,9,0.0618,-12.549,1,0.0721,143.677,0.811,0
Leona Naess,Paper Thin,0dYxlrNPfBSF7521remaMG,1,108.8,2.21,-0.8,0.986,0.418,0.0725,0.000385,0,0.109,-17.251,1,0.0351,116.709,0.119,0
Robert Palmer,Man Smart Woman Smarter,2TKNoRFYpwhMF5OHgKpxxe,1,114.93,2.88,-1.1,0.098,0.649,0.585,0,2,0.293,-13.494,1,0.043,78.218,0.977,0
Lil Wayne,Fly Talkin',44vyhR5cmJ4cAKcTfUWDBV,1,107.08,3.02,-0.1,0.0772,0.547,0.842,0,1,0.632,-3.944,1,0.322,186.218,0.76,0
Placebo,Every You Every Me (Infected By The Scourge Of The Earth),4BHoTumqk94ZDPVuCpjuJR,1,98.62,2.8,1.1,5.04E-06,0.416,0.925,0.0583,2,0.538,-5.638,1,0.0472,136.859,0.0678,0
Warrant,Bed Of Roses,14q2jY9n9KY24Onk5QyObf,1,115.33,3,-1.2,0.144,0.583,0.896,0,7,0.465,-6.315,1,0.0418,123.326,0.482,0
Cocoa Tea,Hurry Up And Come,6ZWOEo9imC90AHrFqiW3UL,1,106.16,3.51,0.3,0.12,0.8,0.519,0,1,0.153,-11.186,0,0.171,159.931,0.824,0
Neil Diamond,Brooklyn On A Saturday Night,3TdU4tHuiKVq716XQevQcb,1,108.29,2.33,-0.6,0.0288,0.76,0.265,4.59E-06,0,0.0455,-16.923,1,0.0398,139.421,0.526,0
M,Le Bug (Live 2005),3J4xOsYZkMAGzQ7H3X2soh,1,114.72,3.61,-1,0.185,0.816,0.901,0.393,11,0.855,-6.715,1,0.171,119.976,0.165,0
Kingston Trio,Goodnight Irene,3J7P9JBHECGQEkSEcBR08D,1,95.47,3.88,2.4,0.208,0.489,0.483,3.88E-05,0,0.635,-11.549,1,0.0678,144.352,0.58,0
Be Bop Deluxe,Music In Dreamland,1S7RLmGJAuc4F15tonavSH,1,99.83,2.41,0.7,0.347,0.424,0.794,0.0145,1,0.642,-7.977,1,0.0514,128.387,0.56,0
Darwin Hobbs,Free,7zyja1IM5jwetBYGZJhxXP,1,104.54,5.04,0.9,0.182,0.513,0.645,0,1,0.316,-4.688,1,0.0426,140.081,0.328,0
Cake,Arco Arena,3OhRW7VpUG9uvHVpETKzGw,1,98.41,3.17,1.2,0.401,0.701,0.552,0.648,9,0.118,-9.546,0,0.0429,78.949,0.799,0
Sophie B. Hawkins,I Want You,5YASR7q0FaLLNUE6yfzRAO,1,108.9,3.05,-0.8,0.604,0.474,0.468,0.0399,11,0.0707,-11.424,1,0.0543,98.443,0.308,0
Pam Thum,See You in the Morning,5deNknuzTGh6olzTfQ4Nha,1,116.55,3.32,-1.7,0.21,0.508,0.438,8.76E-06,1,0.0981,-11.183,1,0.0278,141.178,0.256,0
Anti-Flag,The Gre(A)t Depression,6b6NTw8lJlqJAx0cGVQfR4,1,103.63,4.38,1.3,0.000348,0.241,0.945,0,11,0.0977,-4.842,1,0.0794,145.871,0.372,0
Barry Manilow,Say Goodbye,4nmllkwakZuf8BV8vPenqy,1,116.75,2.57,-1.8,0.128,0.442,0.507,0,7,0.255,-8.086,1,0.0281,134.654,0.282,0
KT Tunstall,Under The Weather,4Y0cX5tIVS9doevnTu4hkl,1,108.4,3.51,-0.6,0.874,0.418,0.449,7.83E-05,0,0.113,-9.547,1,0.0366,142.379,0.29,0
The Velvet Underground,Stephanie Says,341b9JIDHZ3oaMVNwS0OsA,1,115.43,2.98,-1.3,0.851,0.558,0.204,0.000709,0,0.129,-20.49,1,0.0333,112.531,0.554,0
Phil Collins,Please Come Out Tonight,57uU61CdGd332Xo2MRpKSI,1,114.72,3.15,-1,0.853,0.39,0.243,0.00023,3,0.111,-13.074,1,0.0296,179.642,0.145,0
The Distillers,World Comes Tumblin' Down,7G31CRK85MVn5k5msrRyFn,1,107.48,3.13,-0.3,0.000647,0.164,0.97,0.00977,7,0.2,-3.479,1,0.0692,172.118,0.318,0
The Pharcyde,Passin' Me By,4G3dZN9o3o2X4VKwt4CLts,1,112.29,4.12,0,0.0903,0.759,0.756,2.36E-06,4,0.265,-8.145,0,0.266,87.059,0.613,1
The Primitives,Never Tell,2uDORCyAqbMgTEDFGw1WTC,1,117.87,2.01,-2.2,0.012,0.507,0.891,0.00382,9,0.0322,-11.468,1,0.0421,99.678,0.924,0
John Wesley,Chasing Monsters,1ZptmHEIKsmkZCNvMhmUIj,1,107.18,3.06,-0.2,0.151,0.449,0.562,3.33E-05,4,0.149,-7.975,0,0.0326,148.167,0.143,0
James Last,Games That Lovers Play,1DIhGrVGZamMWrsV0U3maT,1,117.77,2.35,-2.2,0.0424,0.532,0.373,0.779,9,0.133,-16.099,1,0.0282,112.16,0.559,0
Every Time I Die,After One Quarter Of A Revolution,4K0RBcaoDlCzaaNEPhxkT4,1,98.11,3.35,1.3,0.000481,0.275,0.989,0,7,0.0913,-4.254,1,0.274,112.458,0.0776,0
Maroon 5,Sweetest Goodbye,44R3zk8n5b3g5fTEXCkwnW,1,106.77,3.15,0.1,0.167,0.566,0.819,0,1,0.187,-5.951,1,0.104,164.004,0.708,0
Billy Walker,Thank You For Calling,19mblpYK3gkUYqDh1hslyV,1,106.06,3.48,0.4,0.955,0.397,0.198,1.15E-05,0,0.0869,-7.936,1,0.0269,74.27,0.215,0
R.L. Burnside,Rollin' and Tumblin',6GtSL7Pjh00BELtUDKwVKo,1,103.83,3.92,1.2,0.000705,0.612,0.911,0.114,8,0.127,-5.028,1,0.0514,106.009,0.844,0
Rihanna,Good Girl Gone Bad,6g1B0hd6rlT3xP3mERUnz8,1,114.01,3.35,-0.7,0.0335,0.708,0.553,0,5,0.101,-6.319,0,0.0262,94.977,0.589,0
Love and Rockets,Sweet Lover Hangover,6RiySuHE6JfFgI4HptZaVF,1,116.35,2.32,-1.6,0.00128,0.509,0.751,0.547,10,0.126,-9.297,1,0.0308,97.026,0.498,0
Don Gibson,Evening Prayer,3VUuV9mlmufwjGo6uY6CoV,1,99.57,5.6,2.9,0.869,0.408,0.125,0,7,0.164,-17.71,1,0.0346,95.685,0.321,0
Michael Jackson,Heaven Can Wait,1AZXNAVDD9ZFIEKySgflFz,1,105.45,3.47,0.6,0.56,0.706,0.685,0,11,0.22,-3.669,1,0.0837,117.448,0.444,0
Mariah Carey,Anytime You Need A Friend,0S8xKy1efKy3LvR53qe3Cq,1,109.11,2.27,-0.9,0.469,0.57,0.549,7.91E-06,9,0.0715,-7.956,0,0.0312,136.13,0.295,1
Dimmu Borgir,Broderskapets ring,5BYYWszBUhYCf7xZXaQasR,1,108.29,2.85,-0.6,1.66E-06,0.151,0.96,0.862,7,0.16,-4.986,0,0.0727,180.095,0.19,0
Minnie Riperton,Completeness,1vbyyqt8cPI9L7B9ruCbPp,1,108.29,2.51,-0.6,0.749,0.367,0.476,0.0131,1,0.0981,-9.936,1,0.0328,108.975,0.364,0
Donna Fargo,Superman,78gI8beWZAdnAht7mKW7t1,1,106.57,3.01,0.2,0.503,0.607,0.668,3.68E-06,11,0.333,-11.682,1,0.039,99.645,0.96,1
Roger Creager,The Everclear Song,5H2VJLVLiXlLStv4McVSZG,1,94.96,4.82,2.5,0.035,0.692,0.446,0,7,0.138,-11.01,1,0.0316,115.03,0.532,0
Phil Collins,One More Night,6fkvIT9KFKxO8poBeKfaEf,1,113.61,3.68,-0.6,0.788,0.534,0.442,0.000351,3,0.0986,-9.442,1,0.0308,136.369,0.343,1
A Tribe Called Quest,Get A Hold,1LuvccUiy1j9y8hpPBzQNh,1,96.99,4.46,1.8,0.0555,0.927,0.427,0.000692,10,0.241,-8.304,0,0.391,95.23,0.652,0
Jimi Hendrix,Lullaby For The Summer,05Oj9OLLMJPm5pPN15plJJ,0,0,0,0,0.0577,0.427,0.923,0.000815,1,0.0244,-7.179,1,0.0422,128.619,0.916,0
Slum Village,CB4,4DpbpS0SMkQML6pyAjc2xw,1,96.59,4.92,1.9,0.491,0.841,0.758,0,8,0.0731,-6.678,1,0.402,94.321,0.603,0
Bon Jovi,Till We Ain't Strangers Anymore,7yO9S0M4caGlokgJ0CTo98,1,116.15,2.66,-1.5,0.0544,0.366,0.459,0,7,0.082,-5.77,1,0.0272,139.277,0.195,0
R.E.M.,Stumble,51WkjnymXvl15nanoGPYni,1,109.11,2.27,-0.9,0.000639,0.449,0.886,0.598,2,0.249,-7.925,1,0.0432,153.366,0.931,0
John P. Kee,Encouraged,2kzasCRKELhjxxFyDrHm2r,1,106.47,4.27,0.2,0.383,0.656,0.767,0,1,0.518,-7.42,1,0.0364,92.521,0.837,0
The Clash,Death Or Glory,3lUVy400HL94NB03paDTyN,1,97.4,3.12,1.6,0.0572,0.677,0.842,0,0,0.15,-7.28,1,0.0415,137.589,0.767,0
Kofi,I'm Just A Girl,11vWHRhlYUfTTPGQYDekTc,1,106.97,3.12,0,0.0333,0.852,0.481,3.59E-05,2,0.0609,-7.545,1,0.0825,81.954,0.672,0
W.A.S.P.,Phantoms In The Mirror,4B7S3ocF32OsFahJFI86FF,1,115.94,3.01,-1.5,0.0029,0.507,0.992,0.909,3,0.06,-6.097,0,0.114,117.03,0.208,0
Daniel Johnston,Walking The Cow (Hi How Are You),5Os6DoqgRxMXz4ZMvSyoLX,1,117.06,2.04,-1.9,0.989,0.579,0.288,0.944,10,0.189,-17.692,0,0.0737,141.897,0.895,0
MxPx,Drum Machine Joy,2Es5jyiB3GK0wQyd49wdkC,1,106.57,2.84,0.2,0.00133,0.185,0.69,3.56E-06,5,0.0737,-5.097,1,0.0365,193.658,0.777,0
Ayo,Watching You,4XnxaBO6zyRszK6G3g8Ohz,1,112.9,4.2,-0.3,0.217,0.683,0.452,0,2,0.137,-12.185,1,0.301,147.062,0.764,0
Thomas Dolby,She Blinded Me With Science,6y9VZNRczyKeQihebHSMJ8,1,99.73,4.13,0.7,0.0725,0.798,0.767,0.138,9,0.0985,-10.502,1,0.0421,129.401,0.974,1
Toni Braxton,Best Friend,1ycpjr5hj9YedvkYph5Sn3,1,115.13,3.55,-1.2,0.52,0.65,0.499,0,11,0.225,-8.818,1,0.0291,123.775,0.359,0
Republica,Pub Pusher,4rEMKY7JFWUw5zaVLfnrQi,1,106.87,3.23,0,0.000222,0.557,0.926,0.00802,5,0.45,-4.179,1,0.0339,138.011,0.495,0
Jessica Simpson,In This Skin,1THvrRVOCHgBZRLBUvVPqR,1,108.4,2.98,-0.6,0.00515,0.429,0.872,1.49E-06,5,0.0981,-5.117,1,0.127,190.325,0.573,0
Donnie McClurkin,I'm Walking,7bvfAcSSeSTonFYBnFqZRB,1,90.36,3.99,2.2,0.0483,0.441,0.91,6.36E-05,8,0.695,-4.01,1,0.232,101.515,0.576,0
Temple Of The Dog,Hunger Strike,0W7AbEauB7cP4pidLclApe,1,106.16,3.31,0.3,0.0236,0.373,0.567,3.47E-06,7,0.0916,-10.835,1,0.032,137.789,0.298,0
First Blood,Execution,3SkIvTsKsW9DqmfSoo7qlm,1,97.4,3.41,1.6,6.04E-05,0.399,0.971,0.00284,7,0.172,-4.237,1,0.119,131.214,0.546,0
Dottie West,Country Girl,4ecukzoIU5FD8nSkgZ0ppO,1,96.38,3.79,2,0.876,0.428,0.217,0.000297,9,0.184,-14.71,1,0.0286,87.012,0.289,0
Soilent Green,Pretty Smiles & Shattered Teeth,7JAH7BB6Ym7cXj10lcOOwZ,1,90.97,5.32,2,6.26E-05,0.291,0.981,0.533,1,0.293,-5.43,1,0.191,132.405,0.272,0
Fleet Foxes,English House,4dv5EEuSVwCBtayhHUUlKX,1,122.98,3.35,-2.1,0.174,0.579,0.566,0.479,8,0.127,-9.892,1,0.0274,97.975,0.37,0
Asleep At The Wheel,Hot Rod Lincoln,0Hy0uZOxSbOD5gJZRtbLT3,1,105.15,3.49,0.7,0.256,0.8,0.56,1.38E-05,4,0.368,-14.032,1,0.0593,122.942,0.963,0
Bone Thugs-N-Harmony,2 Glocks,0cmWIdwWZCggEx5ybkypnG,1,105.66,3.88,0.5,0.0103,0.897,0.555,5.41E-06,1,0.0857,-5.6,0,0.147,94.056,0.818,0
Baroness,Wanderlust,4hWiGcVpTP41LvxGXOTrty,1,98.62,4.9,1.1,5.99E-05,0.232,0.893,0.512,0,0.291,-5.954,0,0.0533,163.002,0.553,0
Akon,Gun Shot,4iQfAR1ph98PtAWEYO34I3,1,105.96,3.75,0.4,0.0918,0.813,0.518,0,0,0.367,-10.37,1,0.0757,93.974,0.898,0
3 Doors Down,Here Without You,3NLrRZoMF0Lx6zTlYqeIo4,1,115.13,3.1,-1.2,0.0492,0.557,0.533,0,10,0.205,-6.817,0,0.0252,143.994,0.233,1
Barry Manilow,This One's For You,567mtwGAxyinU8hpLOelSF,1,116.45,2.61,-1.7,0.55,0.342,0.423,4.54E-05,11,0.48,-7.289,0,0.0288,125.608,0.369,1
The Creation,Try And Stop Me,52EqWUAgZY5XB4vUS6ICyT,1,107.69,2.69,-0.4,0.0214,0.536,0.561,0,2,0.0967,-5.82,1,0.0312,133.527,0.355,0
Stevie Ray Vaughan And Double Trouble,Tin Pan Alley (aka Roughest Place In Town),7zto61V8ySp03Qi6X1LU2X,1,95.37,3.92,2.4,0.546,0.576,0.0968,0.286,6,0.226,-19.439,0,0.036,113.232,0.168,0
Suzi Quatro,Born To Run,77ViTgE53d6nnkE82hHg1o,1,104.64,3.97,0.9,0.00964,0.634,0.757,0.00142,9,0.175,-7.038,1,0.0285,137.507,0.859,0
The Clash,I'm So Bored With The U.S.A.,6bbQuT0lK4ekunMnK446Bt,1,108.4,3.13,-0.6,0.000454,0.31,0.862,0.016,9,0.0481,-6.943,1,0.0509,196.703,0.599,0
Mac Dre,This is My Year,4SkqoCFbpBZArfgoOWZa6X,1,101.29,5.07,2.2,0.0107,0.781,0.633,1.89E-06,1,0.158,-10.276,1,0.0779,169.974,0.937,0
Junior Kimbrough,Lonesome Road,7J1XxG7tYcDfJ4xkLMKw8O,1,107.89,2.32,-0.4,0.966,0.43,0.268,0.24,0,0.214,-11.926,1,0.0292,62.563,0.255,0
Jars Of Clay,Don't Stop,4MJRgBFVmEsjYwO3fl9usY,1,114.52,3.32,-0.9,0.000769,0.657,0.777,0.197,6,0.245,-6.206,1,0.0297,127.974,0.83,0
Bad Company,Take The Time,7vuiwmiBGhoU7PaflLN4KX,1,109.85,4.88,1,0.33,0.655,0.624,0,2,0.0859,-8.919,1,0.0362,131.418,0.808,0
Milk Inc.,Nothing To You,4tqIbVqXZB7rwGlN7Krfy4,1,108.5,2.08,-0.7,0.166,0.651,0.81,0.113,9,0.236,-7.377,0,0.033,140.001,0.495,0
Lou Reed,Sally Can't Dance,5eLwwPNN9g5yLrIdyj2ewP,1,106.67,3.16,0.1,0.492,0.548,0.802,1.38E-05,9,0.148,-5.528,0,0.132,142.089,0.878,0
Twila Paris,Perfect Peace,4q3f9fojByQ5yJnaqAM1s3,1,107.69,2.73,-0.4,0.927,0.49,0.2,9.92E-05,3,0.125,-13.842,1,0.0277,101.975,0.209,0
Maximilian Hecker,Let Me Out,0tnXsefRnXFpmua3JvplZ8,1,117.46,1.88,-2.1,0.865,0.474,0.191,0.000175,2,0.0996,-12.002,1,0.0296,132.002,0.0562,0
Fergie,Velvet,4aqS2EofieD4Ex84gaumpD,1,116.25,2.53,-1.6,0.2,0.639,0.775,0.0095,11,0.169,-6.053,0,0.0528,75.006,0.822,0
Kathy Troccoli,Great Is Thy Faithfulness,3ifptvj8bSLlDycV6tox6G,1,85.69,5.31,4,0.917,0.317,0.127,1.02E-06,0,0.111,-12.901,1,0.0388,101.229,0.163,0
Dickies,Pretty Please Me,0TKTSN6R3nFRo7u5PjXgk3,1,124.2,2.56,-2.6,0.00869,0.24,0.891,0.000281,4,0.143,-9.055,1,0.0485,188.549,0.457,0
Xzibit,Carry The Weight,6MQSM0cJMenB3LnHK5u6nu,1,95.57,5.77,2.3,0.205,0.553,0.48,6.34E-06,10,0.14,-10.979,1,0.491,91.331,0.561,0
Mariah Carey,Touch My Body,4VcumP0Gs84VTIxSHGyvnu,1,113.2,4.12,-0.4,0.0996,0.715,0.665,0,4,0.224,-7.736,0,0.0502,78.502,0.84,1
Ricky Martin,She's All I Ever Had,4Bza6algEDbY8yrm8qMeg7,1,108.5,2.78,-0.7,0.0172,0.393,0.765,0,11,0.227,-5.924,1,0.0481,81.088,0.274,1
Saigon Kick,The Way,3F3n2V9XBrtb1omqLfcNPe,1,115.43,2.93,-1.3,0.085,0.576,0.449,0,1,0.119,-8.764,0,0.0287,129.323,0.0552,0
Erick Sermon,I'm Hot,4evK7IRrUwfqtX9y2ZEvm7,1,97.5,4.19,1.6,0.0596,0.896,0.455,0,8,0.161,-7.147,1,0.724,95.625,0.917,0
Lighthouse Family,Run,0QSHhMlioE3KsArgY1wPw5,1,114.83,3.5,-1,0.121,0.546,0.663,0.00269,6,0.12,-8.264,1,0.0262,76.711,0.913,0
The Roots,Act Won (Things Fall Apart),4x7uHC8or1AwVeRCh1mULV,1,85.28,6.43,4.2,0.882,0.542,0.47,0,2,0.147,-15.051,1,0.119,82.128,0.667,0
Steve Vai,Salamanders In The Sun,27IzFXjudwC3BTQPn1g7gT,0,0,0,0,0.00345,0.317,0.394,0.282,9,0.163,-9.729,1,0.03,178.932,0.438,0
Ennio Morricone,1900's Madness #1,4QM6LBU0Tq6PcBBy03PwGr,0,0,0,0,0.659,0.571,0.326,0.0244,5,0.151,-13.136,1,0.0345,140.088,0.818,0
Natasha Bedingfield,Love Like This,49ppqF73rOz5Nyt1paRxIF,1,115.84,2.7,-1.4,0.145,0.781,0.791,0,7,0.127,-3.903,0,0.0468,76.998,0.902,0
Joe Bonamassa,So Many Roads,4rsRYhm78huEfclb5NW5Ps,1,108.7,2.34,-0.8,0.0114,0.29,0.756,0.148,5,0.0947,-5.408,0,0.039,146.458,0.546,0
The Blind Boys Of Alabama,New Born Soul,0Xy4xdI50P7trwjKK6bNCe,1,114.72,2.96,-1,0.851,0.649,0.296,0.145,9,0.107,-10.818,1,0.0405,86.189,0.416,0
System of a Down,War?,5Q7m1Km199HHMB926xxbrs,1,95.67,4.55,2.3,0.0831,0.365,0.939,5.58E-05,8,0.0947,-3.523,1,0.0831,98.646,0.527,0
Al Di Meola,Splendido Sundance,2arOZp2jdx4dpdnSnMWWyT,0,0,0,0,0.88,0.434,0.489,0.812,0,0.202,-13.621,1,0.0349,104.039,0.648,0
For Squirrels,Superstar,4xe5TjpTN1ixFiD6Pu7H6l,1,106.26,3.21,0.3,0.000285,0.193,0.974,0,9,0.145,-4.842,1,0.0609,162.597,0.639,0
SNAP!,The World In My Hands (We Are One),7GryeIYNLXRSzZnQMTBLAD,1,116.04,3.17,-1.5,0.0539,0.739,0.657,0.897,4,0.0785,-10.044,1,0.034,118.227,0.421,0
Toni Braxton,Tell Me,2ZmNNRL4vwlNb4sVSLUb7Z,1,107.08,3.01,-0.1,0.0423,0.827,0.533,3.97E-05,10,0.0714,-6.699,0,0.135,84.76,0.822,0
Erick Sermon,Erick Sermon,3DLhhLvdYMAjQJmCoHIpWX,1,106.37,4.04,0.2,0.0283,0.494,0.654,0,11,0.45,-6.737,0,0.517,179.879,0.713,0
Christina Aguilera,Cruz,0yDr111P0vlLbUPyCJWgu6,1,98.11,4.1,1.3,0.321,0.474,0.641,0,5,0.149,-4.339,1,0.0373,139.622,0.332,0
Casiotone For The Painfully Alone,Happy Mother's Day,1heVNlPdLGX08jfGL99PO8,1,91.48,4.98,1.8,0.981,0.4,0.293,0.93,0,0.103,-9.67,1,0.0304,71.131,0.648,0
Mix Mob,Show Me The Way,5kqnRru2cPIrQWqLMyfANW,1,114.52,3.14,-0.9,0.00938,0.646,0.781,0,9,0.383,-7.54,1,0.144,93.685,0.785,0
Bon Jovi,Only Lonely,3RPwxF1d7GjtUo7fMqCcZ9,1,107.08,2.8,-0.1,0.00664,0.554,0.924,0,0,0.408,-4.226,0,0.0374,120.757,0.306,1
Frost,Take a Ride,1QzUR9vKHFmsEQS9dMIizp,1,116.96,2.24,-1.9,0.0108,0.551,0.473,0.175,0,0.0951,-15.113,1,0.0249,97.074,0.734,0
Patty Griffin,Let Him Fly,15GiOLRhRZGM07xhEorDZ4,1,107.08,2.85,-0.1,0.8,0.505,0.232,0,2,0.105,-7.75,1,0.035,112.348,0.425,0
ATB,Marrakech,11HKiqNJSJo5HgroEa6naC,1,72.93,4.21,4.8,0.081,0.537,0.955,0.896,10,0.67,-6.995,0,0.0474,132.979,0.383,0
Rick Astley,The Bottom Line,0pSmP3i96kCC7SASsBrU4C,1,107.79,2.36,-0.4,0.464,0.502,0.487,0.000159,0,0.0911,-15.474,1,0.0508,174.637,0.711,0
Curtis Mayfield,People Never Give Up,6qELoz5hTJZ5y255P6fYEc,1,98.92,3.52,1,0.155,0.858,0.428,1.01E-05,11,0.0569,-10.367,1,0.0483,106.095,0.965,0
Utopia,Hiroshima,7mEYunr23o047tHh27mhDd,1,96.38,4.37,2,0.525,0.363,0.518,0.000811,2,0.394,-10.723,1,0.0423,110.679,0.367,0
Mariah Carey,Outside,5bRQLbNUqL8jx07dal6JHZ,1,100.85,4.09,0.3,0.688,0.329,0.393,4.27E-05,7,0.108,-8.043,1,0.031,111.378,0.0539,0
Laurie Berkner,The Cat Came Back,3BBrmWiwFEx4G9c7UmTPRb,1,112.59,3.8,-0.2,0.436,0.634,0.412,0,9,0.16,-9.645,1,0.0699,132.796,0.651,0
Chris Farlowe,Blues As Blues Can Get,7vmtcRYO3LnLGFcrHhFzW5,1,113.4,3.48,-0.5,0.118,0.421,0.688,7.31E-06,7,0.368,-9.757,1,0.222,128.484,0.352,0
Blind Blake,Bootleg Rum Dum Blues,2CQ2nnyD4hGLQlTkiUNa2M,1,102.71,4.6,1.6,0.995,0.701,0.117,0.0844,9,0.116,-17.766,0,0.0497,88.405,0.664,0
Roger Miller,Husbands And Wives,6bX5K0pwOdQAGUA8YT9TLq,1,99.53,2.28,0.8,0.457,0.715,0.188,0.000153,0,0.107,-17.773,1,0.038,116.575,0.431,1
Devo,Be Stiff (Live),4CL0GwYWAoNRu0aqbrruTg,1,116.75,2.41,-1.8,0.0781,0.525,0.983,0.588,9,0.843,-6.909,1,0.0885,153.004,0.646,0
Minnie Riperton,Les Fleurs,4XCGfHpGVq8xw800o5cwWs,1,103.73,3.96,1.3,0.665,0.441,0.499,2.87E-06,6,0.211,-9.453,1,0.0484,151.878,0.513,0
Eleanor McEvoy,Sophie,3A8iKLSPY01eqKIXFuZPLT,1,90.66,2.77,2.1,0.735,0.638,0.196,0,10,0.1,-12.52,1,0.0484,99.988,0.257,0
Alexandre Desplat,Meeting Daisy,6fDupoXzxA5ePjuHJgm0Y1,0,0,0,0,0.994,0.306,0.0532,0.88,2,0.102,-21.21,1,0.0307,79.955,0.0358,0
Eleanor McEvoy,Please Heart_ You're Killing Me,2LmZPmH7WE4bmMxbXzBq1m,1,108.29,2.58,-0.6,0.301,0.602,0.749,9.38E-06,2,0.05,-6.082,1,0.0408,151.087,0.88,0
Alias,What To Do,0hzq6c3ejgYdkaXakvFU4i,1,97.4,4.8,1.6,0.00601,0.621,0.574,0.000366,7,0.322,-10.998,1,0.026,103.723,0.651,0
Santana,Fried Neck Bones And Some Home Fries,5181ReeEhP7WnG8rN9FW2u,1,116.15,2.4,-1.5,0.289,0.592,0.652,0.757,0,0.0741,-10.923,0,0.0381,131.176,0.737,0
Fall Out Boy,Thriller,07kBp5VuebubsozpQd3nyK,1,103.93,4.65,1.2,0.00734,0.375,0.901,1.68E-06,2,0.315,-3.388,1,0.106,178.895,0.327,0
Jesse Malin,Wendy,1xV6p9z1QY0OtSrnijJZ9q,1,115.33,3.23,-1.2,0.0301,0.305,0.953,1.35E-06,10,0.344,-4.979,1,0.0636,161.637,0.463,0
Arc Angels,Sent By Angels,6v0BD2dTfhnHBMceXGbW7z,1,105.96,3.45,0.4,0.0314,0.52,0.521,0.00273,7,0.0535,-10.847,1,0.0269,83.887,0.388,0
Salt The Wound,I Swear the Visine is for my Allergies,4EBDFgIVoMHMITE1pw5tUY,1,105.35,3.49,0.6,0.000189,0.198,0.875,0,10,0.328,-9.196,0,0.124,179.539,0.445,0
NOFX,Bath Of Least Resistance,1yrJDBzciRhmWHl3fFCzrM,1,98.92,4.29,1,0.000517,0.541,0.956,0.000204,0,0.0964,-4.604,1,0.0391,98.833,0.759,0
